"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"8312","F","SPORTS","34","41","1","1068","F","SPORTS","94","0","29.004"
"6443","F","CNVTBL","24","47","1","8360","F","HB","83","1","27.547"
"641","F","SPORTS","29","8","2","5882","F","SPORTS","9","1","30.27"
"2914","F","SPORTS","31","43","1","4121","F","SPORTS","86","0","39.137"
"6417","F","COUPE","38","43","2","4263","F","COUPE","67","1","3.7688"
"784","F","SUV","49","24","1","3614","F","SEDAN","90","1","10.528"
"9845","F","COUPE","13","45","1","1225","F","COUPE","82","1","15.714"
"604","F","HB","26","8","1","4216","F","SEDAN","81","0","12.043"
"8512","F","CNVTBL","41","42","1","4053","F","COUPE","92","1","19.623"
"2610","F","COUPE","34","12","1","2467","F","CNVTBL","85","1","43.572"
"5611","F","SEDAN","16","40","2","8500","F","SEDAN","61","1","8.5562"
"1147","F","SUV","1","48","2","8209","F","SUV","55","1","30.75"
"8897","F","CNVTBL","20","29","2","6778","F","CNVTBL","41","1","21.591"
"5820","F","CNVTBL","33","26","1","9835","F","CNVTBL","94","1","49.83"
"8018","F","CNVTBL","46","6","1","4308","F","CNVTBL","86","1","5.7331"
"6095","F","HB","37","15","1","5286","F","SUV","81","0","12.094"
"6944","F","HB","40","27","1","4570","F","CNVTBL","98","0","7.5609"
"5161","F","CNVTBL","46","23","1","1001","F","SUV","82","1","16.729"
"3967","F","SPORTS","31","16","1","6033","F","CNVTBL","93","1","11.687"
"3348","F","SUV","35","14","1","2985","F","HB","82","1","9.0358"
"2371","F","SUV","46","16","1","7877","F","SEDAN","93","1","24.784"
"6898","S","SPORTS","24","26","1","8227","F","CNVTBL","83","0","36.918"
"226","F","SPORTS","8","29","1","4311","F","COUPE","96","0","12.543"
"8602","F","SUV","20","15","2","5403","F","SUV","74","1","26.078"
"4490","F","CNVTBL","19","20","2","3571","F","CNVTBL","90","1","29.743"
"9580","F","CNVTBL","49","4","1","165","F","SPORTS","94","1","6.623"
"5962","F","SUV","26","16","2","7806","F","SUV","64","1","4.2805"
"9993","F","CNVTBL","26","5","1","7543","F","SEDAN","84","1","2.7124"
"4179","F","SUV","23","28","1","703","F","COUPE","86","1","46.531"
"315","F","CNVTBL","25","47","1","5809","F","SUV","86","1","2.4215"
"3838","F","CNVTBL","24","15","1","4354","F","COUPE","96","0","7.6758"
"3871","F","SUV","20","35","1","1675","F","CNVTBL","97","0",".89573"
"5928","F","HB","0","46","1","900","F","SPORTS","93","0","36.072"
"8090","F","SPORTS","12","6","1","2965","F","HB","81","1","47.964"
"138","F","HB","3","6","1","3319","F","SEDAN","95","1","47.831"
"6502","F","HB","25","35","1","5897","F","SPORTS","98","1","35.951"
"6786","F","COUPE","12","4","2","9787","F","COUPE","36","1","36.22"
"3503","F","CNVTBL","16","4","1","4873","F","SPORTS","87","1","14.202"
"6219","F","COUPE","16","37","1","5254","F","HB","90","0","16.801"
"2354","F","COUPE","28","35","2","4238","F","COUPE","96","1","30.488"
"6054","F","HB","41","1","1","2789","F","HB","93","1","17.687"
"13","F","HB","6","19","2","4563","F","HB","20","1","35.895"
"1179","F","SPORTS","21","12","1","4900","F","SEDAN","96","1","2.3322"
"2046","F","SEDAN","43","15","1","546","F","SUV","82","0","35.209"
"8386","F","CNVTBL","8","35","1","3471","F","HB","95","0","20.869"
"580","F","SPORTS","20","41","2","6792","F","SPORTS","17","1","48.616"
"2193","F","HB","28","15","1","8916","F","HB","97","1","4.1913"
"7323","F","CNVTBL","44","5","2","2965","F","CNVTBL","73","1","40.302"
"2914","F","SUV","7","32","1","2364","F","CNVTBL","84","0","31.352"
"9747","F","CNVTBL","27","36","1","8722","F","SPORTS","98","0","48.929"
"9318","F","CNVTBL","14","35","1","7268","F","CNVTBL","96","0","30.79"
"5092","F","COUPE","35","30","1","7690","F","HB","91","1","37.61"
"5837","F","SEDAN","18","14","2","4127","F","SEDAN","61","1","3.8686"
"8957","F","SUV","30","14","2","5798","F","SUV","19","1","36.797"
"9567","F","HB","33","14","1","5909","F","HB","94","1","17.48"
"882","F","SEDAN","3","34","1","5517","F","HB","93","1","32.621"
"3397","F","COUPE","1","22","1","6062","F","SEDAN","89","1","16.877"
"5338","F","CNVTBL","5","26","2","3043","F","CNVTBL","50","1","12.647"
"8904","F","SEDAN","29","48","1","2301","F","SUV","88","1","11.323"
"8356","F","SEDAN","9","40","1","5105","F","SUV","85","1","11.269"
"6740","F","SPORTS","28","42","2","4625","F","SPORTS","45","1","30.241"
"5950","F","SUV","18","15","1","3894","F","HB","84","0","40.438"
"334","F","HB","27","8","1","6111","F","COUPE","92","1","13.864"
"7243","F","SEDAN","22","44","1","8003","F","HB","95","1","18.903"
"9107","F","SPORTS","43","40","1","3321","F","HB","96","1","7.8787"
"2409","F","SPORTS","31","13","1","3408","F","COUPE","90","1","44.188"
"5713","F","SUV","43","14","2","4202","F","SUV","93","1","27.282"
"5683","F","SEDAN","28","4","1","4051","F","SEDAN","83","0","7.5942"
"4078","F","SUV","12","38","1","1950","F","SEDAN","84","0","35.863"
"901","F","COUPE","28","27","2","2936","F","COUPE","81","1","2.3259"
"4772","F","SEDAN","4","10","2","5656","F","SEDAN","37","1","8.9527"
"6638","F","COUPE","32","31","1","5346","F","COUPE","88","1","48.554"
"8114","F","SPORTS","37","9","1","8429","F","COUPE","93","1","20.654"
"988","F","SPORTS","25","37","2","2083","F","SPORTS","34","1","11.492"
"8165","F","SEDAN","26","42","1","99","F","CNVTBL","93","1","16.164"
"8591","F","SPORTS","12","13","1","1757","F","SPORTS","92","0","10.565"
"5286","F","HB","29","11","1","6536","F","HB","83","0","37.448"
"5589","F","SPORTS","32","48","2","1866","F","SPORTS","68","1","13.827"
"8634","F","SPORTS","27","29","2","2175","F","SPORTS","2","1","26.63"
